ID	Binary Pattern		Corresponding Trained State		Stage
--------------------------------------------------------------------------------
0	1101111001			  74				Wake
1	1101101001			  66				Wake
2	1111101001			  90				Wake
3	1111101000			  89				Wake
4	1111101000			  89				Wake
5	1001100000			  33				Wake
6	1001100000			  33				Wake
7	1001100000			  33				Wake
8	1001100000			  33				Wake
9	1001100000			  33				Wake
10	1001100000			  33				Wake
11	1001100000			  33				Wake
12	1001100000			  33				Wake
13	1001101000			  37				Wake
14	1001101001			  38				Wake
15	1011101001			  52				Wake
16	1011101001			  52				Wake
17	1011101001			  52				Wake
18	1001101001			  38				Wake
19	1001101001			  38				Wake
20	1001101001			  38				Wake
21	1001101001			  38				Wake
22	1001100001			  34				Wake
23	1001100001			  34				Wake
24	1001100000			  33				Wake
25	1001100000			  33				Wake
26	1001101000			  37				Wake
27	1001101000			  37				Wake
28	1001101000			  37				Wake
29	1001101000			  37				Wake
30	1001101000			  37				Wake
31	1001101000			  37				Wake
32	1001100000			  33				Wake
33	1001100000			  33				Wake
34	1001100000			  33				Wake
35	1001100100			  35				Wake
36	1001100100			  35				Wake
37	1001100100			  35				Wake
38	1001100000			  33				Wake
39	1001100000			  33				Wake
40	1101101000			  65				Wake
41	1101101000			  65				Wake
42	1101101000			  65				Wake
43	1101100000			  61				Wake
44	1101100000			  61				Wake
45	1101100000			  61				Wake
46	1101100000			  61				Wake
47	1101100000			  61				Wake
48	1101100000			  61				Wake
49	1101100000			  61				Wake
50	1101100000			  61				Wake
51	1101101000			  65				Wake
52	1101101000			  65				Wake
53	1101101000			  65				Wake
54	1101101000			  65				Wake
55	1001100000			  33				Wake
56	1001100000			  33				Wake
57	1001100000			  33				Wake
58	1001100100			  35				Wake
59	1001100100			  35				Wake
60	1001100100			  35				Wake
61	1001100000			  33				Wake
62	1001100000			  33				Wake
63	1001101000			  37				Wake
64	1001101001			  38				Wake
65	1001101001			  38				Wake
66	1011101001			  52				Wake
67	1011101001			  52				Wake
68	1001101001			  38				Wake
69	1001101000			  37				Wake
70	1001100000			  33				Wake
71	1001100000			  33				Wake
72	1001100000			  33				Wake
73	1001100100			  35				Wake
74	1001100100			  35				Wake
75	1001100100			  35				Wake
76	1001100100			  35				Wake
77	1101100100			  63				Wake
78	1101100100			  63				Wake
79	1101101000			  65				Wake
80	1001101000			  37				Wake
81	1001101000			  37				Wake
82	1001101000			  37				Wake
83	1001101001			  38				Wake
84	1101101001			  66				Wake
85	1101101001			  66				Wake
86	1101101001			  66				Wake
87	1101101000			  65				Wake
88	1101101000			  65				Wake
89	1101101000			  65				Wake
90	1101101000			  65				Wake
91	1001100000			  33				Wake
92	1001100000			  33				Wake
93	1001100100			  35				Wake
94	1001100100			  35				Wake
95	1001100100			  35				Wake
96	1001101100			  39				Wake
97	1001101101			  40				Wake
98	1001101001			  38				Wake
99	1001101001			  38				Wake
100	1001101001			  38				Wake
101	1001101001			  38				Wake
102	1001101000			  37				Wake
103	1001101000			  37				Wake
104	1001100000			  33				Wake
105	1001100000			  33				Wake
106	1101100000			  61				Wake
107	1101100000			  61				Wake
108	1101100000			  61				Wake
109	1101100000			  61				Wake
110	1101100000			  61				Wake
111	1101100000			  61				Wake
112	1001101000			  37				Wake
113	1001101000			  37				Wake
114	1001101000			  37				Wake
115	1001101000			  37				Wake
116	1001101000			  37				Wake
117	1001101001			  38				Wake
118	1001101001			  38				Wake
119	1101101001			  66				Wake
120	1101101001			  66				Wake
121	1101101000			  65				Wake
122	1101101000			  65				Wake
123	1101101000			  65				Wake
124	1101101000			  65				Wake
125	1101101000			  65				Wake
126	1101101000			  65				Wake
127	1101101000			  65				Wake
128	1101101000			  65				Wake
129	1011101001			  52				Wake
130	1011101001			  52				Wake
131	1011101001			  52				Wake
132	1011101001			  52				Wake
133	1011101001			  52				Wake
134	1011101001			  52				Wake
135	1111101001			  90				Wake
136	1111101001			  90				Wake
137	1111101001			  90				Wake
138	1111101001			  90				Wake
139	1111101001			  90				Wake
140	1111101000			  89				Wake
141	1111101000			  89				Wake
142	1111101000			  89				Wake
143	1111101000			  89				Wake
144	1111101000			  89				Wake
145	1111101000			  89				Wake
146	1101101000			  65				Wake
147	1101101000			  65				Wake
148	1101100000			  61				Wake
149	1101100000			  61				Wake
150	1101100100			  63				Wake
151	1101100100			  63				Wake
152	1101100100			  63				Wake
153	1101100100			  63				Wake
154	1101100100			  63				Wake
155	1101100100			  63				Wake
156	1101100000			  61				Wake
157	1101100000			  61				Wake
158	1101100000			  61				Wake
159	1101110000			  69				Wake
160	1101110000			  69				Wake
161	1101110000			  69				Wake
162	1101110000			  69				Wake
163	0101110000			  17				Wake
164	0101110000			  17				Wake
165	0101110000			  17				Wake
166	0101110000			  17				Wake
167	0101110000			  17				Wake
168	0101110000			  17				Wake
169	0101110000			  17				Wake
170	0101110000			  17				Wake
171	0100110000			  11				Wake
172	0100110100			  12				Wake
173	0100110100			  12				Wake
174	0100110100			  12				Wake
175	0101110100			  18				Wake
176	0101110000			  17				Wake
177	1101110000			  69				Wake
178	1101110000			  69				Wake
179	1101111000			  73				Wake
180	0101111000			  19				Wake
181	1101111000			  73				Wake
182	1101111000			  73				Wake
183	0101110000			  17				Wake
184	0101110000			  17				Wake
185	0101110000			  17				Wake
186	0101110000			  17				Wake
187	0101110000			  17				Wake
188	0101110000			  17				Wake
189	0101110100			  18				Wake
190	0101110100			  18				Wake
191	0101110000			  17				Wake
192	0101110000			  17				Wake
193	0101110000			  17				Wake
194	0101110100			  18				Wake
195	0101110100			  18				Wake
196	1101110100			  71				Wake
197	1101110100			  71				Wake
198	1101100100			  63				Wake
199	1101100100			  63				Wake
200	1101100100			  63				Wake
201	1101100100			  63				Wake
202	1101100100			  63				Wake
203	1101100100			  63				Wake
204	1001100100			  35				Wake
205	1001100100			  35				Wake
206	1101100100			  63				Wake
207	1101100100			  63				Wake
208	1101100100			  63				Wake
209	1101100100			  63				Wake
210	1101110000			  69				Wake
211	1101110000			  69				Wake
212	1101110000			  69				Wake
