rat_id,study_day,condition,treatment,trial_num,state,num_bouts,total_duration
11,1,CON,4,4,tonic,14,312.006
11,4,OR,4,1,phasic,0,0.0
11,4,OR,4,1,tonic,1,47.0
11,4,OR,4,4,phasic,9,18.022
11,4,OR,4,4,tonic,12,393.978
11,4,OR,4,2,phasic,3,6.902
11,4,OR,4,2,tonic,6,224.098
11,4,OR,4,5,phasic,34,61.546
11,4,OR,4,5,tonic,53,1567.454
11,4,OR,4,3,phasic,11,19.174
11,4,OR,4,3,tonic,16,440.826
